LoanAmount,City,State,Zip,NAICSCode,BusinessType,JobsReported,DateApproved,MonthApproved,Lender,CD,NAICSCodeDefinition
2135,HONOLULU,HI,96813,812112,Sole Proprietorship,0,2020-05-11T00:00:00Z,May,Central Pacific Bank,HI-01,Beauty Salons
2133.75,HONOLULU,HI,96817,541990,Sole Proprietorship,0,2020-05-09T00:00:00Z,May,Central Pacific Bank,HI-01,"All Other Professional, Scientific, and Technical Services"
2127,KAPAA,HI,96746,611430,Sole Proprietorship,1,2020-04-30T00:00:00Z,April,Cross River Bank,HI-02,Professional and Management Development Training
2122.15,MAKAWAO,HI,96768,522310,Limited  Liability Company(LLC),0,2020-05-13T00:00:00Z,May,Celtic Bank Corporation,HI-02,Mortgage and Nonmortgage Loan Brokers
2119.08,KAILUA,HI,96734,446199,Limited  Liability Company(LLC),2,2020-05-07T00:00:00Z,May,Celtic Bank Corporation,HI-02,All Other Health and Personal Care Stores
2116,HONOLULU,HI,96814,453998,Limited  Liability Company(LLC),1,2020-07-26T00:00:00Z,July,"Kabbage, Inc.",HI-01,All Other Miscellaneous Store Retailers (except Tobacco Stores)
2115,HONOLULU,HI,96819,561520,Limited  Liability Company(LLC),1,2020-05-07T00:00:00Z,May,Bank of Hawaii,HI-01,Tour Operators
2110,WAIKOLOA,HI,96738,624410,Sole Proprietorship,1,2020-05-19T00:00:00Z,May,Bank of Hawaii,HI-02,Child Care Services
2109,HONOLULU,HI,96813,453110,Sole Proprietorship,1,2020-06-15T00:00:00Z,June,First Hawaiian Bank,HI-01,Florists
2107.5,HONOLULU,HI,96816,442299,Sole Proprietorship,1,2020-04-30T00:00:00Z,April,First Hawaiian Bank,HI-01,All Other Home Furnishings Stores
2100,HONOLULU,HI,96826,812990,Limited  Liability Company(LLC),0,2020-05-03T00:00:00Z,May,Central Pacific Bank,HI-01,All Other Personal Services
2100,HONOLULU,HI,96819,485310,Self-Employed Individuals,1,2020-04-28T00:00:00Z,April,Central Pacific Bank,HI-01,Taxi and Ridesharing Services
2100,KAILUA KONA,HI,96740,492210,Self-Employed Individuals,1,2020-04-29T00:00:00Z,April,Central Pacific Bank,HI-02,Local Messengers and Local Delivery
2100,KEAAU,HI,96749,485310,Sole Proprietorship,1,2020-04-29T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Taxi and Ridesharing Services
2100,HONOLULU,HI,96825,541810,Sole Proprietorship,0,2020-05-06T00:00:00Z,May,Central Pacific Bank,HI-01,Advertising Agencies
2100,HONOLULU,HI,96825,621320,Sole Proprietorship,0,2020-05-07T00:00:00Z,May,Central Pacific Bank,HI-01,Offices of Optometrists
2100,WAIPAHU,HI,96797,531311,Limited  Liability Company(LLC),1,2020-05-07T00:00:00Z,May,"American Savings Bank, FSB",HI-01,Residential Property Managers
2100,KULA,HI,96790,531210,Self-Employed Individuals,0,2020-05-08T00:00:00Z,May,Central Pacific Bank,HI-02,Offices of Real Estate Agents and Brokers
2100,WAILUKU,HI,96793,711130,Sole Proprietorship,0,2020-05-27T00:00:00Z,May,Central Pacific Bank,HI-02,Musical Groups and Artists
2100,WAIMANALO,HI,96795,721191,Limited  Liability Company(LLC),0,2020-04-30T00:00:00Z,April,Central Pacific Bank,HI-02,Bed-and-Breakfast Inns
2100,HONOLULU,HI,96826,443142,Sole Proprietorship,0,2020-05-12T00:00:00Z,May,Central Pacific Bank,HI-01,Electronics Stores
2100,WAILUKU,HI,96793,485510,Limited  Liability Company(LLC),2,2020-04-28T00:00:00Z,April,Central Pacific Bank,HI-02,Charter Bus Industry
2100,HONOLULU,HI,96816,812112,Sole Proprietorship,1,2020-06-16T00:00:00Z,June,Ohana Pacific Bank,HI-01,Beauty Salons
2100,KAILUA,HI,96734,236118,Sole Proprietorship,1,2020-04-30T00:00:00Z,April,Bank of Hawaii,HI-02,Residential Remodelers
2100,HONOLULU,HI,96814,512110,Sole Proprietorship,0,2020-04-30T00:00:00Z,April,Central Pacific Bank,HI-01,Motion Picture and Video Production
2100,KANEOHE,HI,96744,236118,Sole Proprietorship,0,2020-04-30T00:00:00Z,April,Central Pacific Bank,HI-02,Residential Remodelers
2100,HONOLULU,HI,96817,812112,Limited  Liability Company(LLC),0,2020-05-02T00:00:00Z,May,Central Pacific Bank,HI-01,Beauty Salons
2100,LAWAI,HI,96765,311411,Sole Proprietorship,1,2020-05-02T00:00:00Z,May,Gather FCU,HI-02,"Frozen Fruit, Juice, and Vegetable Manufacturing"
2100,HONOLULU,HI,96826,812990,Corporation,0,2020-05-02T00:00:00Z,May,Central Pacific Bank,HI-01,All Other Personal Services
2099.31,HONOLULU,HI,96825,812112,Self-Employed Individuals,0,2020-04-29T00:00:00Z,April,Celtic Bank Corporation,HI-01,Beauty Salons
2098,HONOLULU,HI,96817,524210,Sole Proprietorship,1,2020-06-17T00:00:00Z,June,"Kabbage, Inc.",HI-01,Insurance Agencies and Brokerages
2095.47,KAILUA KONA,HI,96740,711510,Sole Proprietorship,0,2020-04-30T00:00:00Z,April,Celtic Bank Corporation,HI-02,"Independent Artists, Writers, and Performers"
2094.46,MOUNTAIN VIEW,HI,96771,453220,Sole Proprietorship,0,2020-05-01T00:00:00Z,May,Celtic Bank Corporation,HI-02,"Gift, Novelty, and Souvenir Stores"
2091,HONOLULU,HI,96813,485310,Sole Proprietorship,0,2020-05-01T00:00:00Z,May,Central Pacific Bank,HI-01,Taxi and Ridesharing Services
2090,AIEA,HI,96701,531210,Independent Contractors,1,2020-05-08T00:00:00Z,May,"Kabbage, Inc.",HI-01,Offices of Real Estate Agents and Brokers
2090,HONOLULU,HI,96816,448140,Limited  Liability Company(LLC),4,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-01,Family Clothing Stores
2083,HALEIWA,HI,96712,236220,Corporation,0,2020-05-02T00:00:00Z,May,"Wells Fargo Bank, National Association",HI-02,Commercial and Institutional Building Construction
2082,HONOLULU,HI,96822,485999,Sole Proprietorship,0,2020-04-16T00:00:00Z,April,Central Pacific Bank,HI-01,All Other Transit and Ground Passenger Transportation
2082,HONOLULU,HI,96816,621111,Corporation,1,2020-05-19T00:00:00Z,May,First Hawaiian Bank,HI-01,Offices of Physicians (except Mental Health Specialists)
2077,HONOLULU,HI,96822,611630,Limited  Liability Company(LLC),1,2020-05-04T00:00:00Z,May,First Hawaiian Bank,HI-01,Language Schools
2075.94,ANAHOLA,HI,96703,0,Self-Employed Individuals,1,2020-05-03T00:00:00Z,May,Celtic Bank Corporation,HI-02,Not found
2075.64,HILO,HI,96720,551114,Self-Employed Individuals,0,2020-04-28T00:00:00Z,April,Celtic Bank Corporation,HI-02,"Corporate, Subsidiary, and Regional Managing Offices"
2073.62,WAIANAE,HI,96792,721199,Self-Employed Individuals,0,2020-04-27T00:00:00Z,April,Celtic Bank Corporation,HI-02,All Other Traveler Accommodation
2072,WAILUKU,HI,96793,561790,Self-Employed Individuals,1,2020-05-28T00:00:00Z,May,"Kabbage, Inc.",HI-02,Other Services to Buildings and Dwellings
2060,WAIANAE,HI,96792,448150,Limited  Liability Company(LLC),2,2020-04-15T00:00:00Z,April,Bank of Hawaii,HI-02,Clothing Accessories Stores
2060,KAPAA,HI,96746,561520,Sole Proprietorship,0,2020-05-21T00:00:00Z,May,Bank of Hawaii,HI-02,Tour Operators
2060,KIHEI,HI,96753,487110,Sole Proprietorship,1,2020-05-07T00:00:00Z,May,Bank of Hawaii,HI-02,"Scenic and Sightseeing Transportation, Land"
2059,KULA,HI,96790,561110,Self-Employed Individuals,1,2020-07-24T00:00:00Z,July,"Kabbage, Inc.",HI-02,Office Administrative Services
2055,HONOLULU,HI,96825,541921,Sole Proprietorship,1,2020-05-12T00:00:00Z,May,WebBank,HI-01,"Photography Studios, Portrait"
2052,WAIANAE,HI,96792,453920,Sole Proprietorship,0,2020-06-10T00:00:00Z,June,Bank of Hawaii,HI-02,Art Dealers
2052,KAILUA,HI,96734,812199,Limited  Liability Company(LLC),1,2020-05-12T00:00:00Z,May,First Hawaiian Bank,HI-02,Other Personal Care Services
2051,HONOLULU,HI,96816,561720,Sole Proprietorship,1,2020-06-16T00:00:00Z,June,"Kabbage, Inc.",HI-01,Janitorial Services
2046,KIHEI,HI,96753,531390,Limited  Liability Company(LLC),1,2020-08-04T00:00:00Z,August,"Kabbage, Inc.",HI-02,Other Activities Related to Real Estate
2044.14,HONOLULU,HI,96817,485310,Sole Proprietorship,0,2020-05-02T00:00:00Z,May,Celtic Bank Corporation,HI-01,Taxi and Ridesharing Services
2041.67,HONOLULU,HI,96825,485310,Independent Contractors,0,2020-06-01T00:00:00Z,June,Celtic Bank Corporation,HI-01,Taxi and Ridesharing Services
2041.67,HONOLULU,HI,96822,485310,Self-Employed Individuals,0,2020-05-16T00:00:00Z,May,Celtic Bank Corporation,HI-01,Taxi and Ridesharing Services
2037,HONOLULU,HI,96813,451140,Partnership,4,2020-08-07T00:00:00Z,August,Intuit Financing Inc.,HI-01,Musical Instrument and Supplies Stores
2035,KAPAA,HI,96746,541430,Sole Proprietorship,1,2020-05-08T00:00:00Z,May,Kaua'i Government Employees' FCU,HI-02,Graphic Design Services
2031.58,HONOLULU,HI,96826,487110,Sole Proprietorship,0,2020-05-12T00:00:00Z,May,Celtic Bank Corporation,HI-01,"Scenic and Sightseeing Transportation, Land"
2031.47,KAPAA,HI,96746,541990,Limited  Liability Company(LLC),1,2020-08-07T00:00:00Z,August,Allegacy FCU,HI-02,"All Other Professional, Scientific, and Technical Services"
2029.5,PEARL CITY,HI,96782,485310,Sole Proprietorship,0,2020-05-07T00:00:00Z,May,Celtic Bank Corporation,HI-01,Taxi and Ridesharing Services
2020,HAIKU,HI,96708,339910,Self-Employed Individuals,0,2020-04-28T00:00:00Z,April,Bank of Hawaii,HI-02,Jewelry and Silverware Manufacturing
2017,HONOLULU,HI,96816,621111,Partnership,1,2020-06-02T00:00:00Z,June,First Hawaiian Bank,HI-01,Offices of Physicians (except Mental Health Specialists)
2015,HONOLULU,HI,96819,238990,Subchapter S Corporation,1,2020-05-03T00:00:00Z,May,Cross River Bank,HI-01,All Other Specialty Trade Contractors
2012,WAHIAWA,HI,96786,524210,Sole Proprietorship,1,2020-04-29T00:00:00Z,April,WebBank,HI-02,Insurance Agencies and Brokerages
2003.22,HONOLULU,HI,96815,541990,Sole Proprietorship,0,2020-04-29T00:00:00Z,April,Celtic Bank Corporation,HI-01,"All Other Professional, Scientific, and Technical Services"
2002,KEAAU,HI,96749,0,Sole Proprietorship,0,2020-05-03T00:00:00Z,May,Cross River Bank,HI-02,Not found
2000,WAILUKU,HI,96793,813110,Non-Profit Organization,1,2020-04-10T00:00:00Z,April,Central Pacific Bank,HI-02,Religious Organizations
2000,HONOLULU,HI,96821,531210,Sole Proprietorship,0,2020-07-30T00:00:00Z,July,Itria Ventures LLC,HI-01,Offices of Real Estate Agents and Brokers
2000,HONOLULU,HI,96817,424320,Sole Proprietorship,0,2020-05-21T00:00:00Z,May,Central Pacific Bank,HI-01,Men's and Boys' Clothing and Furnishings Merchant Wholesalers
2000,KURTISTOWN,HI,96760,541511,Limited  Liability Company(LLC),0,2020-04-28T00:00:00Z,April,Central Pacific Bank,HI-02,Custom Computer Programming Services
2000,HONOLULU,HI,96822,561520,Corporation,1,2020-04-28T00:00:00Z,April,Central Pacific Bank,HI-01,Tour Operators
2000,PEARL CITY,HI,96782,541110,Sole Proprietorship,0,2020-05-22T00:00:00Z,May,Central Pacific Bank,HI-01,Offices of Lawyers
2000,HONOLULU,HI,96814,812112,Sole Proprietorship,1,2020-04-29T00:00:00Z,April,Central Pacific Bank,HI-01,Beauty Salons
2000,HONOLULU,HI,96826,813110,Self-Employed Individuals,0,2020-04-16T00:00:00Z,April,Central Pacific Bank,HI-01,Religious Organizations
2000,KAHULUI,HI,96732,453998,Sole Proprietorship,1,2020-06-24T00:00:00Z,June,Customers Bank,HI-02,All Other Miscellaneous Store Retailers (except Tobacco Stores)
2000,HONOLULU,HI,96815,621340,Limited  Liability Company(LLC),2,2020-04-11T00:00:00Z,April,Central Pacific Bank,HI-01,"Offices of Physical, Occupational and Speech Therapists, and Audiologists"
2000,HONOLULU,HI,96816,541620,Corporation,1,2020-05-07T00:00:00Z,May,Hawaii National Bank,HI-01,Environmental Consulting Services
2000,HONOLULU,HI,96813,488490,Sole Proprietorship,0,2020-05-27T00:00:00Z,May,Central Pacific Bank,HI-01,Other Support Activities for Road Transportation
2000,HONOLULU,HI,96816,531210,Sole Proprietorship,0,2020-05-09T00:00:00Z,May,Central Pacific Bank,HI-01,Offices of Real Estate Agents and Brokers
2000,HONOLULU,HI,96822,531210,Self-Employed Individuals,0,2020-05-11T00:00:00Z,May,Central Pacific Bank,HI-01,Offices of Real Estate Agents and Brokers
2000,KIHEI,HI,96753,721199,Limited  Liability Company(LLC),0,2020-05-12T00:00:00Z,May,Celtic Bank Corporation,HI-02,All Other Traveler Accommodation
2000,HONOLULU,HI,96819,236115,Sole Proprietorship,0,2020-05-12T00:00:00Z,May,Central Pacific Bank,HI-01,New Single-Family Housing Construction (except For-Sale Builders)
2000,HONOLULU,HI,96817,722513,Corporation,2,2020-04-13T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Limited-Service Restaurants
2000,HONOLULU,HI,96826,0,Corporation,1,2020-05-03T00:00:00Z,May,"Bank of America, National Association",HI-01,Not found
2000,HONOLULU,HI,96826,453220,Sole Proprietorship,1,2020-06-15T00:00:00Z,June,Ohana Pacific Bank,HI-01,"Gift, Novelty, and Souvenir Stores"
2000,WAIKOLOA,HI,96738,561720,Sole Proprietorship,0,2020-06-29T00:00:00Z,June,Cache Valley Bank,HI-02,Janitorial Services
2000,HONOLULU,HI,96816,812113,Subchapter S Corporation,1,2020-05-13T00:00:00Z,May,Hawaii National Bank,HI-01,Nail Salons
2000,HONOLULU,HI,96817,812111,Sole Proprietorship,0,2020-05-14T00:00:00Z,May,Central Pacific Bank,HI-01,Barber Shops
2000,HONOLULU,HI,96818,561730,Sole Proprietorship,1,2020-04-14T00:00:00Z,April,Central Pacific Bank,HI-01,Landscaping Services
2000,HONOLULU,HI,96813,454390,Corporation,0,2020-04-30T00:00:00Z,April,Central Pacific Bank,HI-01,Other Direct Selling Establishments
2000,HONOLULU,HI,96815,315210,Sole Proprietorship,1,2020-04-09T00:00:00Z,April,Central Pacific Bank,HI-01,Cut and Sew Apparel Contractors
2000,KAILUA,HI,96734,423990,Sole Proprietorship,0,2020-05-02T00:00:00Z,May,Central Pacific Bank,HI-02,Other Miscellaneous Durable Goods Merchant Wholesalers
1996.59,HONOLULU,HI,96814,531210,Self-Employed Individuals,0,2020-05-04T00:00:00Z,May,Celtic Bank Corporation,HI-01,Offices of Real Estate Agents and Brokers
1987,KAPAA,HI,96746,531311,Sole Proprietorship,1,2020-05-11T00:00:00Z,May,Bank of Hawaii,HI-02,Residential Property Managers
1985,KALAHEO,HI,96741,0,Independent Contractors,1,2020-05-03T00:00:00Z,May,Cross River Bank,HI-02,Not found
1980.77,LAHAINA,HI,96761,722330,Self-Employed Individuals,1,2020-05-01T00:00:00Z,May,Celtic Bank Corporation,HI-02,Mobile Food Services
1980,HONOLULU,HI,96816,0,Sole Proprietorship,1,2020-05-03T00:00:00Z,May,"U.S. Bank, National Association",HI-01,Not found
1977,KAHULUI,HI,96732,485999,Sole Proprietorship,1,2020-05-18T00:00:00Z,May,Bank of Hawaii,HI-02,All Other Transit and Ground Passenger Transportation
1975,HONOLULU,HI,96817,485310,Sole Proprietorship,0,2020-05-19T00:00:00Z,May,Central Pacific Bank,HI-01,Taxi and Ridesharing Services
1973,WAIALUA,HI,96791,811412,Corporation,1,2020-05-18T00:00:00Z,May,Bank of Hawaii,HI-02,Appliance Repair and Maintenance
1970,KALAHEO,HI,96741,454390,Subchapter S Corporation,1,2020-05-15T00:00:00Z,May,Cache Valley Bank,HI-02,Other Direct Selling Establishments
1967,HONOLULU,HI,96813,541990,Sole Proprietorship,1,2020-07-13T00:00:00Z,July,WebBank,HI-01,"All Other Professional, Scientific, and Technical Services"
1965,KIHEI,HI,96753,531210,Independent Contractors,1,2020-04-30T00:00:00Z,April,First Hawaiian Bank,HI-02,Offices of Real Estate Agents and Brokers
1963.65,HONOLULU,HI,96818,481111,Independent Contractors,0,2020-05-10T00:00:00Z,May,Celtic Bank Corporation,HI-01,Scheduled Passenger Air Transportation
1963,HONOLULU,HI,96815,541350,Limited  Liability Company(LLC),1,2020-05-13T00:00:00Z,May,First Hawaiian Bank,HI-01,Building Inspection Services
1960,KAILUA-KONA,HI,96740,532289,Sole Proprietorship,0,2020-06-01T00:00:00Z,June,Central Pacific Bank,HI-02,All Other Consumer Goods Rental
1959.7,KAILUA KONA,HI,96740,621399,Sole Proprietorship,0,2020-05-06T00:00:00Z,May,Celtic Bank Corporation,HI-02,Offices of All Other Miscellaneous Health Practitioners
1957,HILO,HI,96720,451140,Self-Employed Individuals,1,2020-07-26T00:00:00Z,July,"Kabbage, Inc.",HI-02,Musical Instrument and Supplies Stores
1957,KIHEI,HI,96753,561720,Limited  Liability Company(LLC),1,2020-06-19T00:00:00Z,June,HawaiiUSA FCU,HI-02,Janitorial Services
1952,HAIKU,HI,96708,453220,Sole Proprietorship,1,2020-07-17T00:00:00Z,July,WebBank,HI-02,"Gift, Novelty, and Souvenir Stores"
1950,HONOLULU,HI,96814,112519,Limited  Liability Company(LLC),0,2020-05-07T00:00:00Z,May,Central Pacific Bank,HI-01,Other Aquaculture
1948.94,HONOLULU,HI,96826,0,Independent Contractors,0,2020-05-03T00:00:00Z,May,Celtic Bank Corporation,HI-01,Not found
1945,KIHEI,HI,96753,711510,Self-Employed Individuals,1,2020-07-17T00:00:00Z,July,"Kabbage, Inc.",HI-02,"Independent Artists, Writers, and Performers"
1942,KAILUA-KONA,HI,96740,812112,Sole Proprietorship,1,2020-04-28T00:00:00Z,April,Bank of Hawaii,HI-02,Beauty Salons
1940,KAHULUI,HI,96732,561720,Sole Proprietorship,1,2020-05-16T00:00:00Z,May,First Hawaiian Bank,HI-02,Janitorial Services
1940,HALEIWA,HI,96712,524210,Sole Proprietorship,0,2020-05-01T00:00:00Z,May,Central Pacific Bank,HI-02,Insurance Agencies and Brokerages
1939.56,HONOLULU,HI,96819,485310,Sole Proprietorship,0,2020-04-30T00:00:00Z,April,Celtic Bank Corporation,HI-01,Taxi and Ridesharing Services
1938,PEARL CITY,HI,96782,811111,Limited  Liability Company(LLC),0,2020-05-13T00:00:00Z,May,Central Pacific Bank,HI-01,General Automotive Repair
1936.2,KAHULUI,HI,96732,0,Self-Employed Individuals,0,2020-05-03T00:00:00Z,May,Celtic Bank Corporation,HI-02,Not found
1932,HONOLULU,HI,96821,811121,Sole Proprietorship,0,2020-05-05T00:00:00Z,May,Central Pacific Bank,HI-01,"Automotive Body, Paint, and Interior Repair and Maintenance"
1930,HONOLULU,HI,96816,485310,Self-Employed Individuals,0,2020-06-12T00:00:00Z,June,Bank of Hawaii,HI-01,Taxi and Ridesharing Services
1923.57,KAILUA KONA,HI,96740,812112,Sole Proprietorship,0,2020-05-23T00:00:00Z,May,Celtic Bank Corporation,HI-02,Beauty Salons
1915,HILO,HI,96720,524292,Sole Proprietorship,1,2020-05-15T00:00:00Z,May,Bank of Hawaii,HI-02,Pharmacy Benefit Management and Other Third Party Administration of Insurance and Pension Funds
1915,KULA,HI,96760,532111,Limited  Liability Company(LLC),2,2020-04-28T00:00:00Z,April,Bank of Hawaii,HI-02,Passenger Car Rental
1908,HONOLULU,HI,96818,454110,Self-Employed Individuals,1,2020-05-07T00:00:00Z,May,"Kabbage, Inc.",HI-01,Electronic Shopping and Mail-Order Houses
1900,LAHAINA,HI,96761,999990,Limited  Liability Company(LLC),1,2020-04-28T00:00:00Z,April,Central Pacific Bank,HI-02,Not found
1900,HONOLULU,HI,96813,448120,Corporation,1,2020-04-15T00:00:00Z,April,First Hawaiian Bank,HI-01,Women's Clothing Stores
1900,KULA,HI,96790,999990,Sole Proprietorship,1,2020-04-28T00:00:00Z,April,Central Pacific Bank,HI-02,Not found
1900,HONOLULU,HI,96814,453998,Corporation,0,2020-04-29T00:00:00Z,April,Central Pacific Bank,HI-01,All Other Miscellaneous Store Retailers (except Tobacco Stores)
1900,KAHUKU,HI,96731,813110,Non-Profit Organization,1,2020-04-16T00:00:00Z,April,Central Pacific Bank,HI-02,Religious Organizations
1900,KAHULUI,HI,96732,812199,Limited  Liability Company(LLC),1,2020-04-11T00:00:00Z,April,Central Pacific Bank,HI-02,Other Personal Care Services
1900,KANEOHE,HI,96744,448310,Limited  Liability Company(LLC),0,2020-05-09T00:00:00Z,May,Central Pacific Bank,HI-02,Jewelry Stores
1900,HONOLULU,HI,96816,541921,Sole Proprietorship,0,2020-05-10T00:00:00Z,May,Central Pacific Bank,HI-01,"Photography Studios, Portrait"
1900,HONOLULU,HI,96822,238210,Corporation,1,2020-05-11T00:00:00Z,May,Hawaii National Bank,HI-01,Electrical Contractors and Other Wiring Installation Contractors
1900,AIEA,HI,96701,236115,Sole Proprietorship,0,2020-05-14T00:00:00Z,May,Central Pacific Bank,HI-01,New Single-Family Housing Construction (except For-Sale Builders)
1900,WAHIAWA,HI,96786,621399,Sole Proprietorship,0,2020-05-15T00:00:00Z,May,Central Pacific Bank,HI-02,Offices of All Other Miscellaneous Health Practitioners
1900,HONOLULU,HI,96815,812112,Sole Proprietorship,1,2020-06-03T00:00:00Z,June,"Kabbage, Inc.",HI-01,Beauty Salons
1900,HONOLULU,HI,96816,722513,Limited  Liability Company(LLC),2,2020-04-07T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Limited-Service Restaurants
1900,HONOLULU,HI,96822,112990,Limited  Liability Company(LLC),0,2020-04-30T00:00:00Z,April,Central Pacific Bank,HI-01,All Other Animal Production
1900,KANEOHE,HI,96744,531210,Independent Contractors,1,2020-04-15T00:00:00Z,April,Central Pacific Bank,HI-02,Offices of Real Estate Agents and Brokers
1900,HONOLULU,HI,96822,485310,Sole Proprietorship,0,2020-05-19T00:00:00Z,May,Central Pacific Bank,HI-01,Taxi and Ridesharing Services
1900,HONOLULU,HI,96814,485310,Sole Proprietorship,0,2020-05-02T00:00:00Z,May,Central Pacific Bank,HI-01,Taxi and Ridesharing Services
1900,HONOLULU,HI,96818,524298,Sole Proprietorship,0,2020-05-02T00:00:00Z,May,Central Pacific Bank,HI-01,All Other Insurance Related Activities
1897,WAIKOLOA,HI,96738,621399,Sole Proprietorship,1,2020-05-08T00:00:00Z,May,Hawaii First FCU,HI-02,Offices of All Other Miscellaneous Health Practitioners
1897,HONOLULUONOLULU,HI,96816,315240,Sole Proprietorship,0,2020-04-15T00:00:00Z,April,Central Pacific Bank,HI-01,"Women’s, Girls’, and Infants’ Cut and Sew Apparel Manufacturing"
1890,KAILUA KONA,HI,96740,238220,Corporation,0,2020-04-10T00:00:00Z,April,Central Pacific Bank,HI-02,"Plumbing, Heating, and Air-Conditioning Contractors"
1889.55,LANAI CITY,HI,96763,487110,Sole Proprietorship,0,2020-05-03T00:00:00Z,May,Celtic Bank Corporation,HI-02,"Scenic and Sightseeing Transportation, Land"
1886,KOLOA,HI,96756,238390,Limited  Liability Company(LLC),0,2020-05-01T00:00:00Z,May,First Hawaiian Bank,HI-02,Other Building Finishing Contractors
1885.03,HILO,HI,96720,541690,Sole Proprietorship,0,2020-05-13T00:00:00Z,May,Celtic Bank Corporation,HI-02,Other Scientific and Technical Consulting Services
1885,HONOLULU,HI,96815,711510,Limited  Liability Company(LLC),2,2020-04-30T00:00:00Z,April,First Hawaiian Bank,HI-01,"Independent Artists, Writers, and Performers"
1883.9,PAHOA,HI,96778,0,Sole Proprietorship,0,2020-05-03T00:00:00Z,May,Celtic Bank Corporation,HI-02,Not found
1882.24,HILO,HI,96720,722513,Limited  Liability Company(LLC),0,2020-05-08T00:00:00Z,May,Celtic Bank Corporation,HI-02,Limited-Service Restaurants
1882,HONOLULU,HI,96815,812910,Sole Proprietorship,1,2020-05-11T00:00:00Z,May,Bank of Hawaii,HI-01,Pet Care (except Veterinary) Services
1876,MAKAWAO,HI,96768,423610,Independent Contractors,1,2020-05-08T00:00:00Z,May,"Kabbage, Inc.",HI-02,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
1876,KEAAU,HI,96749,561599,Sole Proprietorship,1,2020-05-18T00:00:00Z,May,"Kabbage, Inc.",HI-02,All Other Travel Arrangement and Reservation Services
1875,PEARL CITY,HI,96782,541219,Sole Proprietorship,1,2020-05-04T00:00:00Z,May,HawaiiUSA FCU,HI-01,Other Accounting Services
1875,HONOLULU,HI,96824,541613,Limited  Liability Company(LLC),0,2020-05-13T00:00:00Z,May,Bank of Hawaii,HI-01,Marketing Consulting Services
1875,KAHULUI,HI,96732,236118,Subchapter S Corporation,2,2020-06-03T00:00:00Z,June,First Hawaiian Bank,HI-02,Residential Remodelers
1875,HONOLULU,HI,96817,454390,Limited  Liability Company(LLC),1,2020-05-02T00:00:00Z,May,"Bank of America, National Association",HI-01,Other Direct Selling Establishments
1870,KIHEI,HI,96753,711510,Self-Employed Individuals,1,2020-07-14T00:00:00Z,July,"Kabbage, Inc.",HI-02,"Independent Artists, Writers, and Performers"
1867,KANEOHE,HI,96744,531210,Independent Contractors,1,2020-05-06T00:00:00Z,May,First Hawaiian Bank,HI-02,Offices of Real Estate Agents and Brokers
1865,KAPAA,HI,96746,621399,Sole Proprietorship,1,2020-05-04T00:00:00Z,May,First Hawaiian Bank,HI-02,Offices of All Other Miscellaneous Health Practitioners
1863.01,HONOLULU,HI,96813,485310,Self-Employed Individuals,0,2020-05-01T00:00:00Z,May,Celtic Bank Corporation,HI-01,Taxi and Ridesharing Services
1857,PRINCEVILLE,HI,96722,453220,Sole Proprietorship,0,2020-05-05T00:00:00Z,May,Celtic Bank Corporation,HI-02,"Gift, Novelty, and Souvenir Stores"
1857,HONOLULU,HI,96816,812990,Independent Contractors,1,2020-08-06T00:00:00Z,August,"Kabbage, Inc.",HI-01,All Other Personal Services
1852.5,HILO,HI,96720,453220,Self-Employed Individuals,0,2020-05-07T00:00:00Z,May,Celtic Bank Corporation,HI-02,"Gift, Novelty, and Souvenir Stores"
1852.24,HONOLULU,HI,96826,621210,Independent Contractors,0,2020-05-06T00:00:00Z,May,Celtic Bank Corporation,HI-01,Offices of Dentists
1851.87,NAALEHU,HI,96772,531210,Limited  Liability Company(LLC),1,2020-08-05T00:00:00Z,August,Hawaii Community FCU,HI-02,Offices of Real Estate Agents and Brokers
1850,HONOLULU,HI,96817,711190,Limited  Liability Company(LLC),1,2020-07-22T00:00:00Z,July,Cross River Bank,HI-01,Other Performing Arts Companies
1847,HONOLULU,HI,96814,531210,Limited  Liability Company(LLC),0,2020-05-04T00:00:00Z,May,Bank of Hawaii,HI-01,Offices of Real Estate Agents and Brokers
1847,WAIPAHU,HI,96797,812112,Limited  Liability Company(LLC),1,2020-04-11T00:00:00Z,April,HawaiiUSA FCU,HI-01,Beauty Salons
1847,HONOLULU,HI,96817,453310,Self-Employed Individuals,1,2020-05-12T00:00:00Z,May,"Kabbage, Inc.",HI-01,Used Merchandise Stores
1844.69,KEAAU,HI,96749,722330,Sole Proprietorship,0,2020-04-29T00:00:00Z,April,Celtic Bank Corporation,HI-02,Mobile Food Services
1843.04,HONOLULU,HI,96826,485310,Sole Proprietorship,0,2020-05-19T00:00:00Z,May,Celtic Bank Corporation,HI-01,Taxi and Ridesharing Services
1841.25,HONOLULU,HI,96814,541930,Self-Employed Individuals,1,2020-05-19T00:00:00Z,May,First Hawaiian Bank,HI-01,Translation and Interpretation Services
1839.01,HALEIWA,HI,96712,812112,Sole Proprietorship,3,2020-04-30T00:00:00Z,April,Celtic Bank Corporation,HI-02,Beauty Salons
